1;;1
2;;1
3;;-1
4;;1
5;;-1
6;;1
7;;0
8;;-1
9;;1
10;;-1
11;;-1
12;;1
13;;0
14;;1
15;;1
16;;-1
17;;1
18;;-1
19;;1
20;;1
21;;1
22;;0
23;;-1
24;;1
25;;1
26;;1
27;;1
28;;-1
29;;0
30;;-1
31;;1
32;;-1
33;;-1
34;;-1
35;;0
36;;1
37;;1
38;;1
39;;0
40;;1
41;;-1
42;;0
43;;1
44;;1
45;;1
46;;1
47;;1
48;;1
49;;0
50;;1
51;;1
52;;-1
53;;0
54;;1
55;;-1
56;;-1
57;;0
58;;0
59;;1
60;;1
61;;0
62;;1
63;;-1
64;;1
65;;1
66;;-1
67;;1
68;;1
69;;1
70;;0
71;;-1
72;;-1
73;;-1
74;;1
75;;1
76;;0
77;;-1
78;;1
79;;1
80;;0
81;;1
82;;0
83;;0
84;;-1
85;;1
86;;1
87;;1
88;;0
89;;0
90;;-1
91;;0
92;;-1
93;;1
94;;1
95;;1
96;;0
97;;0
98;;1
99;;1
100;;1
101;;0
102;;-1
103;;1
104;;0
105;;1
106;;-1
107;;-1
108;;1
109;;-1
110;;-1
111;;1
112;;-1
113;;1
114;;0
115;;0
116;;0
117;;-1
118;;-1
119;;1
120;;1
121;;1
122;;-1
123;;-1
124;;-1
125;;1
126;;-1
127;;-1
128;;1
129;;-1
130;;1
131;;-1
132;;0
133;;1
134;;0
135;;1
136;;-1
137;;1
138;;-1
139;;1
140;;1
141;;1
142;;1
143;;0
144;;1
145;;0
146;;0
147;;-1
148;;1
149;;-1
150;;-1
151;;1
152;;1
153;;0
154;;-1
155;;1
156;;0
157;;-1
158;;0
159;;-1
160;;-1
161;;-1
162;;1
163;;-1
164;;1
165;;1
166;;1
167;;0
168;;1
169;;-1
170;;0
171;;0
172;;-1
173;;-1
174;;-1
175;;-1
176;;-1
177;;0
178;;0
179;;0
180;;0
181;;0
182;;0
183;;-1
184;;-1
185;;1
186;;-1
187;;0
188;;1
189;;1
190;;-1
191;;-1
192;;1
193;;1
194;;1
195;;1
196;;1
197;;1
198;;-1
199;;1
200;;1
201;;1
202;;1
203;;1
204;;-1
205;;1
206;;1
207;;1
208;;0
209;;1
210;;1
211;;1
212;;-1
213;;1
214;;1
215;;1
216;;1
217;;1
218;;1
219;;1
220;;1
221;;1
222;;0
223;;-1
224;;1
225;;1
226;;1
227;;0
228;;1
229;;0
230;;1
231;;0
232;;1
233;;1
234;;1
235;;1
236;;0
237;;0
238;;1
239;;1
240;;-1
241;;1
242;;0
243;;-1
244;;0
245;;0
246;;1
247;;-1
248;;1
249;;-1
250;;1
251;;1
252;;0
253;;0
254;;1
255;;1
256;;0
257;;1
258;;1
259;;0
260;;1
261;;1
262;;1
263;;1
264;;1
265;;1
266;;1
267;;1
268;;0
269;;0
270;;0
271;;0
272;;0
273;;0
274;;0
275;;1
276;;1
277;;1
278;;1
279;;0
280;;1
281;;1
282;;1
283;;1
284;;1
285;;-1
286;;0
287;;1
288;;1
289;;0
290;;1
291;;1
292;;1
293;;0
294;;-1
295;;-1
296;;-1
297;;1
298;;1
299;;0
300;;1
301;;-1
302;;0
303;;1
304;;1
305;;-1
306;;0
307;;-1
308;;1
309;;-1
310;;1
311;;-1
312;;0
313;;0
314;;1
315;;1
316;;-1
317;;1
318;;-1
319;;0
320;;1
321;;1
322;;1
323;;1
324;;0
325;;1
326;;0
327;;1
328;;1
329;;1
330;;1
331;;1
332;;1
333;;1
334;;1
335;;-1
336;;-1
337;;1
338;;1
339;;0
340;;0
341;;1
342;;1
343;;0
344;;1
345;;-1
346;;1
347;;1
348;;1
349;;0
350;;1
351;;1
352;;-1
353;;1
354;;1
355;;1
356;;1
357;;1
358;;0
359;;1
360;;0
361;;1
362;;1
363;;1
364;;1
365;;-1
366;;0
367;;1
368;;1
369;;1
370;;1
371;;1
372;;1
373;;-1
374;;1
375;;1
376;;0
377;;-1
378;;0
379;;1
380;;0
381;;-1
382;;0
383;;1
384;;0
385;;1
386;;0
387;;0
388;;0
389;;1
390;;1
391;;0
392;;1
393;;1
394;;1
395;;1
396;;1
397;;1
398;;0
399;;1
400;;1
401;;1
402;;-1
403;;1
404;;1
405;;1
406;;1
407;;-1
408;;1
409;;-1
410;;1
411;;1
412;;1
413;;1
414;;1
415;;1
416;;1
417;;0
418;;-1
419;;0
420;;1
421;;1
422;;1
423;;-1
424;;1
425;;0
426;;1
427;;1
428;;0
429;;1
430;;1
431;;0
432;;1
433;;1
434;;1
435;;0
436;;1
437;;0
438;;1
439;;1
440;;-1
441;;1
442;;1
443;;1
444;;1
445;;1
446;;1
447;;1
448;;1
449;;1
450;;-1
451;;1
452;;0
453;;0
454;;1
455;;-1
456;;0
457;;1
458;;1
459;;-1
460;;-1
461;;1
462;;1
